index,label,prediction,result,filename
108,9,9,correct,correct/mnist_0108_label9_pred9.hex
109,4,4,correct,correct/mnist_0109_label4_pred4.hex
110,8,8,correct,correct/mnist_0110_label8_pred8.hex
111,7,1,incorrect,incorrect/mnist_0111_label7_pred1.hex
112,3,3,correct,correct/mnist_0112_label3_pred3.hex
113,9,9,correct,correct/mnist_0113_label9_pred9.hex
114,7,7,correct,correct/mnist_0114_label7_pred7.hex
115,4,4,correct,correct/mnist_0115_label4_pred4.hex
116,4,4,correct,correct/mnist_0116_label4_pred4.hex
117,4,4,correct,correct/mnist_0117_label4_pred4.hex
118,9,9,correct,correct/mnist_0118_label9_pred9.hex
119,2,2,correct,correct/mnist_0119_label2_pred2.hex
120,5,5,correct,correct/mnist_0120_label5_pred5.hex
121,4,4,correct,correct/mnist_0121_label4_pred4.hex
122,7,7,correct,correct/mnist_0122_label7_pred7.hex
123,6,6,correct,correct/mnist_0123_label6_pred6.hex
124,7,4,incorrect,incorrect/mnist_0124_label7_pred4.hex
125,9,9,correct,correct/mnist_0125_label9_pred9.hex
126,0,0,correct,correct/mnist_0126_label0_pred0.hex
127,5,5,correct,correct/mnist_0127_label5_pred5.hex
128,8,8,correct,correct/mnist_0128_label8_pred8.hex
129,5,5,correct,correct/mnist_0129_label5_pred5.hex
130,6,6,correct,correct/mnist_0130_label6_pred6.hex
131,6,6,correct,correct/mnist_0131_label6_pred6.hex
132,5,5,correct,correct/mnist_0132_label5_pred5.hex
133,7,2,incorrect,incorrect/mnist_0133_label7_pred2.hex
134,8,8,correct,correct/mnist_0134_label8_pred8.hex
135,1,1,correct,correct/mnist_0135_label1_pred1.hex
136,0,0,correct,correct/mnist_0136_label0_pred0.hex
137,1,1,correct,correct/mnist_0137_label1_pred1.hex
138,6,6,correct,correct/mnist_0138_label6_pred6.hex
139,4,4,correct,correct/mnist_0139_label4_pred4.hex
140,6,6,correct,correct/mnist_0140_label6_pred6.hex
141,7,7,correct,correct/mnist_0141_label7_pred7.hex
142,3,3,correct,correct/mnist_0142_label3_pred3.hex
143,1,1,correct,correct/mnist_0143_label1_pred1.hex
144,7,7,correct,correct/mnist_0144_label7_pred7.hex
145,1,1,correct,correct/mnist_0145_label1_pred1.hex
146,8,8,correct,correct/mnist_0146_label8_pred8.hex
147,2,2,correct,correct/mnist_0147_label2_pred2.hex
148,0,0,correct,correct/mnist_0148_label0_pred0.hex
149,2,1,incorrect,incorrect/mnist_0149_label2_pred1.hex
150,9,4,incorrect,incorrect/mnist_0150_label9_pred4.hex
151,9,8,incorrect,incorrect/mnist_0151_label9_pred8.hex
152,5,5,correct,correct/mnist_0152_label5_pred5.hex
153,5,3,incorrect,incorrect/mnist_0153_label5_pred3.hex
154,1,1,correct,correct/mnist_0154_label1_pred1.hex
155,5,5,correct,correct/mnist_0155_label5_pred5.hex
156,6,6,correct,correct/mnist_0156_label6_pred6.hex
157,0,0,correct,correct/mnist_0157_label0_pred0.hex
158,3,2,incorrect,incorrect/mnist_0158_label3_pred2.hex
159,4,4,correct,correct/mnist_0159_label4_pred4.hex
160,4,4,correct,correct/mnist_0160_label4_pred4.hex
161,6,6,correct,correct/mnist_0161_label6_pred6.hex
162,5,5,correct,correct/mnist_0162_label5_pred5.hex
163,4,4,correct,correct/mnist_0163_label4_pred4.hex
164,6,6,correct,correct/mnist_0164_label6_pred6.hex
165,5,5,correct,correct/mnist_0165_label5_pred5.hex
166,4,4,correct,correct/mnist_0166_label4_pred4.hex
167,5,5,correct,correct/mnist_0167_label5_pred5.hex
168,1,1,correct,correct/mnist_0168_label1_pred1.hex
169,4,4,correct,correct/mnist_0169_label4_pred4.hex
170,4,4,correct,correct/mnist_0170_label4_pred4.hex
171,7,7,correct,correct/mnist_0171_label7_pred7.hex
172,2,2,correct,correct/mnist_0172_label2_pred2.hex
173,3,3,correct,correct/mnist_0173_label3_pred3.hex
174,2,2,correct,correct/mnist_0174_label2_pred2.hex
175,7,3,incorrect,incorrect/mnist_0175_label7_pred3.hex
176,1,1,correct,correct/mnist_0176_label1_pred1.hex
177,8,8,correct,correct/mnist_0177_label8_pred8.hex
178,1,1,correct,correct/mnist_0178_label1_pred1.hex
179,8,8,correct,correct/mnist_0179_label8_pred8.hex
180,1,1,correct,correct/mnist_0180_label1_pred1.hex
181,8,8,correct,correct/mnist_0181_label8_pred8.hex
182,5,5,correct,correct/mnist_0182_label5_pred5.hex
183,0,0,correct,correct/mnist_0183_label0_pred0.hex
184,8,8,correct,correct/mnist_0184_label8_pred8.hex
185,9,9,correct,correct/mnist_0185_label9_pred9.hex
186,2,2,correct,correct/mnist_0186_label2_pred2.hex
187,5,3,incorrect,incorrect/mnist_0187_label5_pred3.hex
188,0,0,correct,correct/mnist_0188_label0_pred0.hex
189,1,1,correct,correct/mnist_0189_label1_pred1.hex
190,1,1,correct,correct/mnist_0190_label1_pred1.hex
191,1,1,correct,correct/mnist_0191_label1_pred1.hex
192,0,0,correct,correct/mnist_0192_label0_pred0.hex
193,9,3,incorrect,incorrect/mnist_0193_label9_pred3.hex
194,0,0,correct,correct/mnist_0194_label0_pred0.hex
195,3,8,incorrect,incorrect/mnist_0195_label3_pred8.hex
196,1,1,correct,correct/mnist_0196_label1_pred1.hex
197,6,6,correct,correct/mnist_0197_label6_pred6.hex
198,4,4,correct,correct/mnist_0198_label4_pred4.hex
199,2,2,correct,correct/mnist_0199_label2_pred2.hex
200,3,3,correct,correct/mnist_0200_label3_pred3.hex
201,6,6,correct,correct/mnist_0201_label6_pred6.hex
202,1,1,correct,correct/mnist_0202_label1_pred1.hex
203,1,1,correct,correct/mnist_0203_label1_pred1.hex
204,1,1,correct,correct/mnist_0204_label1_pred1.hex
205,3,3,correct,correct/mnist_0205_label3_pred3.hex
206,9,9,correct,correct/mnist_0206_label9_pred9.hex
207,5,5,correct,correct/mnist_0207_label5_pred5.hex
208,2,2,correct,correct/mnist_0208_label2_pred2.hex
209,9,9,correct,correct/mnist_0209_label9_pred9.hex
210,4,4,correct,correct/mnist_0210_label4_pred4.hex
211,5,5,correct,correct/mnist_0211_label5_pred5.hex
212,9,9,correct,correct/mnist_0212_label9_pred9.hex
213,3,3,correct,correct/mnist_0213_label3_pred3.hex
214,9,9,correct,correct/mnist_0214_label9_pred9.hex
215,0,0,correct,correct/mnist_0215_label0_pred0.hex
216,3,3,correct,correct/mnist_0216_label3_pred3.hex
217,6,6,correct,correct/mnist_0217_label6_pred6.hex
218,5,5,correct,correct/mnist_0218_label5_pred5.hex
219,5,3,incorrect,incorrect/mnist_0219_label5_pred3.hex
220,7,7,correct,correct/mnist_0220_label7_pred7.hex
221,2,2,correct,correct/mnist_0221_label2_pred2.hex
222,2,2,correct,correct/mnist_0222_label2_pred2.hex
223,7,7,correct,correct/mnist_0223_label7_pred7.hex
224,1,1,correct,correct/mnist_0224_label1_pred1.hex
225,2,2,correct,correct/mnist_0225_label2_pred2.hex
226,8,8,correct,correct/mnist_0226_label8_pred8.hex
227,4,4,correct,correct/mnist_0227_label4_pred4.hex
228,1,1,correct,correct/mnist_0228_label1_pred1.hex
229,7,7,correct,correct/mnist_0229_label7_pred7.hex
230,3,3,correct,correct/mnist_0230_label3_pred3.hex
231,3,3,correct,correct/mnist_0231_label3_pred3.hex
232,8,8,correct,correct/mnist_0232_label8_pred8.hex
233,8,7,incorrect,incorrect/mnist_0233_label8_pred7.hex
234,7,7,correct,correct/mnist_0234_label7_pred7.hex
235,9,7,incorrect,incorrect/mnist_0235_label9_pred7.hex
236,2,2,correct,correct/mnist_0236_label2_pred2.hex
237,2,2,correct,correct/mnist_0237_label2_pred2.hex
238,4,4,correct,correct/mnist_0238_label4_pred4.hex
239,1,1,correct,correct/mnist_0239_label1_pred1.hex
240,5,5,correct,correct/mnist_0240_label5_pred5.hex
241,9,3,incorrect,incorrect/mnist_0241_label9_pred3.hex
242,8,8,correct,correct/mnist_0242_label8_pred8.hex
243,7,7,correct,correct/mnist_0243_label7_pred7.hex
244,2,2,correct,correct/mnist_0244_label2_pred2.hex
245,3,3,correct,correct/mnist_0245_label3_pred3.hex
246,0,0,correct,correct/mnist_0246_label0_pred0.hex
247,4,2,incorrect,incorrect/mnist_0247_label4_pred2.hex
248,4,4,correct,correct/mnist_0248_label4_pred4.hex
249,2,2,correct,correct/mnist_0249_label2_pred2.hex
250,4,4,correct,correct/mnist_0250_label4_pred4.hex
251,1,1,correct,correct/mnist_0251_label1_pred1.hex
252,9,9,correct,correct/mnist_0252_label9_pred9.hex
253,5,5,correct,correct/mnist_0253_label5_pred5.hex
254,7,7,correct,correct/mnist_0254_label7_pred7.hex
255,7,7,correct,correct/mnist_0255_label7_pred7.hex
256,2,2,correct,correct/mnist_0256_label2_pred2.hex
257,8,1,incorrect,incorrect/mnist_0257_label8_pred1.hex
258,2,2,correct,correct/mnist_0258_label2_pred2.hex
259,6,0,incorrect,incorrect/mnist_0259_label6_pred0.hex
260,8,8,correct,correct/mnist_0260_label8_pred8.hex
261,5,3,incorrect,incorrect/mnist_0261_label5_pred3.hex
262,7,7,correct,correct/mnist_0262_label7_pred7.hex
263,7,7,correct,correct/mnist_0263_label7_pred7.hex
264,9,1,incorrect,incorrect/mnist_0264_label9_pred1.hex
265,1,1,correct,correct/mnist_0265_label1_pred1.hex
266,8,8,correct,correct/mnist_0266_label8_pred8.hex
267,1,1,correct,correct/mnist_0267_label1_pred1.hex
268,8,8,correct,correct/mnist_0268_label8_pred8.hex
269,0,0,correct,correct/mnist_0269_label0_pred0.hex
270,3,3,correct,correct/mnist_0270_label3_pred3.hex
271,0,0,correct,correct/mnist_0271_label0_pred0.hex
272,1,1,correct,correct/mnist_0272_label1_pred1.hex
273,9,9,correct,correct/mnist_0273_label9_pred9.hex
274,9,9,correct,correct/mnist_0274_label9_pred9.hex
275,4,4,correct,correct/mnist_0275_label4_pred4.hex
276,1,1,correct,correct/mnist_0276_label1_pred1.hex
277,8,8,correct,correct/mnist_0277_label8_pred8.hex
278,2,2,correct,correct/mnist_0278_label2_pred2.hex
279,1,1,correct,correct/mnist_0279_label1_pred1.hex
280,2,2,correct,correct/mnist_0280_label2_pred2.hex
281,9,9,correct,correct/mnist_0281_label9_pred9.hex
282,7,2,incorrect,incorrect/mnist_0282_label7_pred2.hex
283,5,5,correct,correct/mnist_0283_label5_pred5.hex
284,9,9,correct,correct/mnist_0284_label9_pred9.hex
285,2,2,correct,correct/mnist_0285_label2_pred2.hex
286,6,6,correct,correct/mnist_0286_label6_pred6.hex
287,4,4,correct,correct/mnist_0287_label4_pred4.hex
288,1,1,correct,correct/mnist_0288_label1_pred1.hex
289,5,5,correct,correct/mnist_0289_label5_pred5.hex
290,8,4,incorrect,incorrect/mnist_0290_label8_pred4.hex
291,2,2,correct,correct/mnist_0291_label2_pred2.hex
292,9,9,correct,correct/mnist_0292_label9_pred9.hex
293,2,2,correct,correct/mnist_0293_label2_pred2.hex
294,0,0,correct,correct/mnist_0294_label0_pred0.hex
295,4,4,correct,correct/mnist_0295_label4_pred4.hex
296,0,0,correct,correct/mnist_0296_label0_pred0.hex
297,0,0,correct,correct/mnist_0297_label0_pred0.hex
298,2,2,correct,correct/mnist_0298_label2_pred2.hex
299,8,8,correct,correct/mnist_0299_label8_pred8.hex
300,4,6,incorrect,incorrect/mnist_0300_label4_pred6.hex
301,7,7,correct,correct/mnist_0301_label7_pred7.hex
302,1,1,correct,correct/mnist_0302_label1_pred1.hex
303,2,2,correct,correct/mnist_0303_label2_pred2.hex
304,4,4,correct,correct/mnist_0304_label4_pred4.hex
305,0,0,correct,correct/mnist_0305_label0_pred0.hex
306,2,2,correct,correct/mnist_0306_label2_pred2.hex
307,7,7,correct,correct/mnist_0307_label7_pred7.hex
308,4,4,correct,correct/mnist_0308_label4_pred4.hex
309,3,3,correct,correct/mnist_0309_label3_pred3.hex
310,3,3,correct,correct/mnist_0310_label3_pred3.hex
311,0,0,correct,correct/mnist_0311_label0_pred0.hex
312,0,0,correct,correct/mnist_0312_label0_pred0.hex
313,3,5,incorrect,incorrect/mnist_0313_label3_pred5.hex
314,1,1,correct,correct/mnist_0314_label1_pred1.hex
315,9,9,correct,correct/mnist_0315_label9_pred9.hex
316,6,6,correct,correct/mnist_0316_label6_pred6.hex
317,5,4,incorrect,incorrect/mnist_0317_label5_pred4.hex
318,2,2,correct,correct/mnist_0318_label2_pred2.hex
319,5,5,correct,correct/mnist_0319_label5_pred5.hex
320,9,1,incorrect,incorrect/mnist_0320_label9_pred1.hex
321,2,7,incorrect,incorrect/mnist_0321_label2_pred7.hex
322,9,9,correct,correct/mnist_0322_label9_pred9.hex
323,3,3,correct,correct/mnist_0323_label3_pred3.hex
324,0,0,correct,correct/mnist_0324_label0_pred0.hex
325,4,4,correct,correct/mnist_0325_label4_pred4.hex
326,2,2,correct,correct/mnist_0326_label2_pred2.hex
327,0,0,correct,correct/mnist_0327_label0_pred0.hex
328,7,7,correct,correct/mnist_0328_label7_pred7.hex
329,1,1,correct,correct/mnist_0329_label1_pred1.hex
330,1,1,correct,correct/mnist_0330_label1_pred1.hex
331,2,2,correct,correct/mnist_0331_label2_pred2.hex
332,1,1,correct,correct/mnist_0332_label1_pred1.hex
333,5,5,correct,correct/mnist_0333_label5_pred5.hex
334,3,3,correct,correct/mnist_0334_label3_pred3.hex
335,3,3,correct,correct/mnist_0335_label3_pred3.hex
336,9,9,correct,correct/mnist_0336_label9_pred9.hex
337,7,7,correct,correct/mnist_0337_label7_pred7.hex
338,8,0,incorrect,incorrect/mnist_0338_label8_pred0.hex
339,6,6,correct,correct/mnist_0339_label6_pred6.hex
340,5,3,incorrect,incorrect/mnist_0340_label5_pred3.hex
341,6,4,incorrect,incorrect/mnist_0341_label6_pred4.hex
342,1,1,correct,correct/mnist_0342_label1_pred1.hex
343,3,3,correct,correct/mnist_0343_label3_pred3.hex
344,8,8,correct,correct/mnist_0344_label8_pred8.hex
345,1,1,correct,correct/mnist_0345_label1_pred1.hex
346,0,0,correct,correct/mnist_0346_label0_pred0.hex
347,5,5,correct,correct/mnist_0347_label5_pred5.hex
348,1,1,correct,correct/mnist_0348_label1_pred1.hex
349,3,3,correct,correct/mnist_0349_label3_pred3.hex
350,1,1,correct,correct/mnist_0350_label1_pred1.hex
351,5,5,correct,correct/mnist_0351_label5_pred5.hex
352,5,0,incorrect,incorrect/mnist_0352_label5_pred0.hex
353,6,6,correct,correct/mnist_0353_label6_pred6.hex
354,1,1,correct,correct/mnist_0354_label1_pred1.hex
355,8,8,correct,correct/mnist_0355_label8_pred8.hex
356,5,5,correct,correct/mnist_0356_label5_pred5.hex
357,1,1,correct,correct/mnist_0357_label1_pred1.hex
358,7,7,correct,correct/mnist_0358_label7_pred7.hex
359,9,4,incorrect,incorrect/mnist_0359_label9_pred4.hex
360,4,4,correct,correct/mnist_0360_label4_pred4.hex
361,6,6,correct,correct/mnist_0361_label6_pred6.hex
362,2,7,incorrect,incorrect/mnist_0362_label2_pred7.hex
363,2,2,correct,correct/mnist_0363_label2_pred2.hex
364,5,5,correct,correct/mnist_0364_label5_pred5.hex
365,0,0,correct,correct/mnist_0365_label0_pred0.hex
366,6,2,incorrect,incorrect/mnist_0366_label6_pred2.hex
367,5,5,correct,correct/mnist_0367_label5_pred5.hex
368,6,6,correct,correct/mnist_0368_label6_pred6.hex
369,3,3,correct,correct/mnist_0369_label3_pred3.hex
370,7,7,correct,correct/mnist_0370_label7_pred7.hex
371,2,2,correct,correct/mnist_0371_label2_pred2.hex
372,0,0,correct,correct/mnist_0372_label0_pred0.hex
373,8,8,correct,correct/mnist_0373_label8_pred8.hex
374,8,8,correct,correct/mnist_0374_label8_pred8.hex
375,5,5,correct,correct/mnist_0375_label5_pred5.hex
376,4,9,incorrect,incorrect/mnist_0376_label4_pred9.hex
377,1,1,correct,correct/mnist_0377_label1_pred1.hex
378,1,1,correct,correct/mnist_0378_label1_pred1.hex
379,4,4,correct,correct/mnist_0379_label4_pred4.hex
380,0,0,correct,correct/mnist_0380_label0_pred0.hex
381,3,7,incorrect,incorrect/mnist_0381_label3_pred7.hex
382,3,3,correct,correct/mnist_0382_label3_pred3.hex
383,7,7,correct,correct/mnist_0383_label7_pred7.hex
384,6,6,correct,correct/mnist_0384_label6_pred6.hex
385,1,1,correct,correct/mnist_0385_label1_pred1.hex
386,6,0,incorrect,incorrect/mnist_0386_label6_pred0.hex
387,2,2,correct,correct/mnist_0387_label2_pred2.hex
388,1,1,correct,correct/mnist_0388_label1_pred1.hex
389,9,4,incorrect,incorrect/mnist_0389_label9_pred4.hex
390,2,2,correct,correct/mnist_0390_label2_pred2.hex
391,8,8,correct,correct/mnist_0391_label8_pred8.hex
392,6,6,correct,correct/mnist_0392_label6_pred6.hex
393,1,1,correct,correct/mnist_0393_label1_pred1.hex
394,9,9,correct,correct/mnist_0394_label9_pred9.hex
395,5,5,correct,correct/mnist_0395_label5_pred5.hex
396,2,2,correct,correct/mnist_0396_label2_pred2.hex
397,5,3,incorrect,incorrect/mnist_0397_label5_pred3.hex
398,4,4,correct,correct/mnist_0398_label4_pred4.hex
399,4,4,correct,correct/mnist_0399_label4_pred4.hex
400,2,2,correct,correct/mnist_0400_label2_pred2.hex
401,8,3,incorrect,incorrect/mnist_0401_label8_pred3.hex
402,3,3,correct,correct/mnist_0402_label3_pred3.hex
403,8,8,correct,correct/mnist_0403_label8_pred8.hex
404,2,2,correct,correct/mnist_0404_label2_pred2.hex
405,4,4,correct,correct/mnist_0405_label4_pred4.hex
406,5,0,incorrect,incorrect/mnist_0406_label5_pred0.hex
407,0,0,correct,correct/mnist_0407_label0_pred0.hex
408,3,3,correct,correct/mnist_0408_label3_pred3.hex
409,1,1,correct,correct/mnist_0409_label1_pred1.hex
410,7,7,correct,correct/mnist_0410_label7_pred7.hex
411,7,7,correct,correct/mnist_0411_label7_pred7.hex
412,5,3,incorrect,incorrect/mnist_0412_label5_pred3.hex
413,7,7,correct,correct/mnist_0413_label7_pred7.hex
414,9,9,correct,correct/mnist_0414_label9_pred9.hex
415,7,7,correct,correct/mnist_0415_label7_pred7.hex
416,1,1,correct,correct/mnist_0416_label1_pred1.hex
417,9,4,incorrect,incorrect/mnist_0417_label9_pred4.hex
418,2,2,correct,correct/mnist_0418_label2_pred2.hex
419,1,1,correct,correct/mnist_0419_label1_pred1.hex
420,4,4,correct,correct/mnist_0420_label4_pred4.hex
421,2,2,correct,correct/mnist_0421_label2_pred2.hex
422,9,9,correct,correct/mnist_0422_label9_pred9.hex
423,2,2,correct,correct/mnist_0423_label2_pred2.hex
424,0,0,correct,correct/mnist_0424_label0_pred0.hex
425,4,2,incorrect,incorrect/mnist_0425_label4_pred2.hex
426,9,9,correct,correct/mnist_0426_label9_pred9.hex
427,1,1,correct,correct/mnist_0427_label1_pred1.hex
428,4,4,correct,correct/mnist_0428_label4_pred4.hex
429,8,8,correct,correct/mnist_0429_label8_pred8.hex
430,1,1,correct,correct/mnist_0430_label1_pred1.hex
431,8,8,correct,correct/mnist_0431_label8_pred8.hex
432,4,4,correct,correct/mnist_0432_label4_pred4.hex
433,5,5,correct,correct/mnist_0433_label5_pred5.hex
434,9,9,correct,correct/mnist_0434_label9_pred9.hex
435,8,7,incorrect,incorrect/mnist_0435_label8_pred7.hex
436,8,8,correct,correct/mnist_0436_label8_pred8.hex
437,3,3,correct,correct/mnist_0437_label3_pred3.hex
438,7,7,correct,correct/mnist_0438_label7_pred7.hex
439,6,6,correct,correct/mnist_0439_label6_pred6.hex
440,0,0,correct,correct/mnist_0440_label0_pred0.hex
441,0,0,correct,correct/mnist_0441_label0_pred0.hex
442,3,3,correct,correct/mnist_0442_label3_pred3.hex
443,0,0,correct,correct/mnist_0443_label0_pred0.hex
444,2,2,correct,correct/mnist_0444_label2_pred2.hex
445,6,0,incorrect,incorrect/mnist_0445_label6_pred0.hex
446,6,6,correct,correct/mnist_0446_label6_pred6.hex
447,4,4,correct,correct/mnist_0447_label4_pred4.hex
448,9,5,incorrect,incorrect/mnist_0448_label9_pred5.hex
449,3,3,correct,correct/mnist_0449_label3_pred3.hex
450,3,3,correct,correct/mnist_0450_label3_pred3.hex
451,3,3,correct,correct/mnist_0451_label3_pred3.hex
452,2,1,incorrect,incorrect/mnist_0452_label2_pred1.hex
453,3,3,correct,correct/mnist_0453_label3_pred3.hex
454,9,9,correct,correct/mnist_0454_label9_pred9.hex
455,1,1,correct,correct/mnist_0455_label1_pred1.hex
456,2,2,correct,correct/mnist_0456_label2_pred2.hex
457,6,5,incorrect,incorrect/mnist_0457_label6_pred5.hex
458,8,8,correct,correct/mnist_0458_label8_pred8.hex
459,0,0,correct,correct/mnist_0459_label0_pred0.hex
460,5,3,incorrect,incorrect/mnist_0460_label5_pred3.hex
461,6,6,correct,correct/mnist_0461_label6_pred6.hex
462,6,6,correct,correct/mnist_0462_label6_pred6.hex
463,6,6,correct,correct/mnist_0463_label6_pred6.hex
464,3,7,incorrect,incorrect/mnist_0464_label3_pred7.hex
465,8,8,correct,correct/mnist_0465_label8_pred8.hex
466,8,8,correct,correct/mnist_0466_label8_pred8.hex
467,2,2,correct,correct/mnist_0467_label2_pred2.hex
468,7,2,incorrect,incorrect/mnist_0468_label7_pred2.hex
469,5,5,correct,correct/mnist_0469_label5_pred5.hex
470,8,8,correct,correct/mnist_0470_label8_pred8.hex
471,9,9,correct,correct/mnist_0471_label9_pred9.hex
472,6,6,correct,correct/mnist_0472_label6_pred6.hex
